[2023-13-08 07:12:32]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 07:12:32]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 07:46:10]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 07:46:10]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 07:48:25]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 07:48:25]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 07:48:25]: DEBUG: collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 07:48:25]: DEBUG: collection_links is array.
[2023-13-08 07:51:42]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 07:51:42]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 07:51:42]: DEBUG: collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 07:51:42]: DEBUG: collection_links is array.
[2023-13-08 07:54:14]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 07:54:14]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 07:54:14]: DEBUG: collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 07:54:14]: DEBUG: collection_links is array.
[2023-13-08 07:56:39]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 07:56:39]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 07:56:39]: DEBUG: collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 07:56:39]: DEBUG: collection_links is array.
[2023-13-08 07:57:25]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 07:57:25]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 07:57:25]: DEBUG: collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 07:57:25]: DEBUG: collection_links is array.
[2023-13-08 08:28:32]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 08:28:32]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 08:28:32]: DEBUG: collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 08:28:32]: DEBUG: collection_links is array.
[2023-13-08 08:29:58]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 08:29:58]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
gcp_compute_reservation_info module – Gather info for GCP Reservation
gcp_compute_resource_policy module – Creates a GCP ResourcePolicy
gcp_compute_resource_policy_info module – Gather info for GCP ResourcePolicy
gcp_compute_route module – Creates a GCP Route
gcp_compute_route_info module – Gather info for GCP Route
gcp_compute_router module – Creates a GCP Router
gcp_compute_router_info module – Gather info for GCP Router
gcp_compute_snapshot module – Creates a GCP Snapshot
gcp_compute_snapshot_info module – Gather info for GCP Snapshot
gcp_compute_ssl_certificate module – Creates a GCP SslCertificate
gcp_compute_ssl_certificate_info module – Gather info for GCP SslCertificate
gcp_compute_ssl_policy module – Creates a GCP SslPolicy
gcp_compute_ssl_policy_info module – Gather info for GCP SslPolicy
gcp_compute_subnetwork module – Creates a GCP Subnetwork
gcp_compute_subnetwork_info module – Gather info for GCP Subnetwork
gcp_compute_target_http_proxy module – Creates a GCP TargetHttpProxy
gcp_compute_target_http_proxy_info module – Gather info for GCP TargetHttpProxy
gcp_compute_target_https_proxy module – Creates a GCP TargetHttpsProxy
gcp_compute_target_https_proxy_info module – Gather info for GCP TargetHttpsProxy
gcp_compute_target_instance module – Creates a GCP TargetInstance
gcp_compute_target_instance_info module – Gather info for GCP TargetInstance
gcp_compute_target_pool module – Creates a GCP TargetPool
gcp_compute_target_pool_info module – Gather info for GCP TargetPool
gcp_compute_target_ssl_proxy module – Creates a GCP TargetSslProxy
gcp_compute_target_ssl_proxy_info module – Gather info for GCP TargetSslProxy
gcp_compute_target_tcp_proxy module – Creates a GCP TargetTcpProxy
gcp_compute_target_tcp_proxy_info module – Gather info for GCP TargetTcpProxy
gcp_compute_target_vpn_gateway module – Creates a GCP TargetVpnGateway
gcp_compute_target_vpn_gateway_info module – Gather info for GCP TargetVpnGateway
gcp_compute_url_map module – Creates a GCP UrlMap
gcp_compute_url_map_info module – Gather info for GCP UrlMap
gcp_compute_vpn_tunnel module – Creates a GCP VpnTunnel
gcp_compute_vpn_tunnel_info module – Gather info for GCP VpnTunnel
gcp_container_cluster module – Creates a GCP Cluster
gcp_container_cluster_info module – Gather info for GCP Cluster
gcp_container_node_pool module – Creates a GCP NodePool
gcp_container_node_pool_info module – Gather info for GCP NodePool
gcp_dns_managed_zone module – Creates a GCP ManagedZone
gcp_dns_managed_zone_info module – Gather info for GCP ManagedZone
gcp_dns_resource_record_set module – Creates a GCP ResourceRecordSet
gcp_dns_resource_record_set_info module – Gather info for GCP ResourceRecordSet
gcp_filestore_instance module – Creates a GCP Instance
gcp_filestore_instance_info module – Gather info for GCP Instance
gcp_iam_role module – Creates a GCP Role
gcp_iam_role_info module – Gather info for GCP Role
gcp_iam_service_account module – Creates a GCP ServiceAccount
gcp_iam_service_account_info module – Gather info for GCP ServiceAccount
gcp_iam_service_account_key module – Creates a GCP ServiceAccountKey
gcp_kms_crypto_key module – Creates a GCP CryptoKey
gcp_kms_crypto_key_info module – Gather info for GCP CryptoKey
gcp_kms_key_ring module – Creates a GCP KeyRing
gcp_kms_key_ring_info module – Gather info for GCP KeyRing
gcp_logging_metric module – Creates a GCP Metric
gcp_logging_metric_info module – Gather info for GCP Metric
gcp_mlengine_model module – Creates a GCP Model
gcp_mlengine_model_info module – Gather info for GCP Model
gcp_mlengine_version module – Creates a GCP Version
gcp_mlengine_version_info module – Gather info for GCP Version
gcp_pubsub_subscription module – Creates a GCP Subscription
gcp_pubsub_subscription_info module – Gather info for GCP Subscription
gcp_pubsub_topic module – Creates a GCP Topic
gcp_pubsub_topic_info module – Gather info for GCP Topic
gcp_redis_instance module – Creates a GCP Instance
gcp_redis_instance_info module – Gather info for GCP Instance
gcp_resourcemanager_project module – Creates a GCP Project
gcp_resourcemanager_project_info module – Gather info for GCP Project
gcp_runtimeconfig_config module – Creates a GCP Config
gcp_runtimeconfig_config_info module – Gather info for GCP Config
gcp_runtimeconfig_variable module – Creates a GCP Variable
gcp_runtimeconfig_variable_info module – Gather info for GCP Variable
gcp_serviceusage_service module – Creates a GCP Service
gcp_serviceusage_service_info module – Gather info for GCP Service
gcp_sourcerepo_repository module – Creates a GCP Repository
gcp_sourcerepo_repository_info module – Gather info for GCP Repository
gcp_spanner_database module – Creates a GCP Database
gcp_spanner_database_info module – Gather info for GCP Database
gcp_spanner_instance module – Creates a GCP Instance
gcp_spanner_instance_info module – Gather info for GCP Instance
gcp_sql_database module – Creates a GCP Database
gcp_sql_database_info module – Gather info for GCP Database
gcp_sql_instance module – Creates a GCP Instance
gcp_sql_instance_info module – Gather info for GCP Instance
gcp_sql_ssl_cert module – Creates a GCP SslCert
gcp_sql_user module – Creates a GCP User
gcp_sql_user_info module – Gather info for GCP User
gcp_storage_bucket module – Creates a GCP Bucket
gcp_storage_bucket_access_control module – Creates a GCP BucketAccessControl
gcp_storage_default_object_acl module – Creates a GCP DefaultObjectACL
gcp_storage_object module – Creates a GCP Object
gcp_tpu_node module – Creates a GCP Node
gcp_tpu_node_info module – Gather info for GCP Node



]
[2023-13-08 11:31:27]: DEBUG: __curl_module_index:modules=[]
[2023-13-08 11:31:30]: DEBUG: rewble->collection=[google.cloud]
[2023-13-08 11:31:30]: DEBUG: rewble->collection_modules=[1
[2023-13-08 11:31:38]: DEBUG: Input to class function __fetch_ansible_docs_element: url=[https://docs.ansible.com/ansible/latest/collections/google/cloud/gcp_bigquery_table_module.html#examples],element_name=[examples]
[2023-13-08 11:51:48]: DEBUG: _debug has been set to true, requested with switch -d||--debug.
[2023-13-08 11:51:48]: DEBUG: Logging started, primary log file is /home/eric/REW-01/rewble/logs/rewble.log
[2023-13-08 11:51:48]: DEBUG: Value of __dir__=[/home/eric/REW-01/rewble]
[2023-13-08 11:51:48]: DEBUG: Calling _show_collection_index_ with collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-13-08 11:51:48]: DEBUG: collection_links is array.
[2023-13-08 11:52:26]: DEBUG: collection_href=[google/cloud/]
[2023-13-08 11:52:26]: DEBUG: modules_url=[https://docs.ansible.com/ansible/latest/collections/google/cloud/index.html#plugin-index]
[2023-13-08 11:52:26]: DEBUG: Input to class function __fetch_ansible_docs_element: url=[https://docs.ansible.com/ansible/latest/collections/google/cloud/index.html#plugin-index],element_name=[modules]
[2023-13-08 11:52:27]: DEBUG: _fetch_module_index_ returned module_list=[
Modules

gcp_appengine_firewall_rule module – Creates a GCP FirewallRule
gcp_appengine_firewall_rule_info module – Gather info for GCP FirewallRule
gcp_bigquery_dataset module – Creates a GCP Dataset
gcp_bigquery_dataset_info module – Gather info for GCP Dataset
gcp_bigquery_table module – Creates a GCP Table
gcp_bigquery_table_info module – Gather info for GCP Table
gcp_bigtable_instance module – Creates a GCP Instance
gcp_bigtable_instance_info module – Gather info for GCP Instance
gcp_cloudbuild_trigger module – Creates a GCP Trigger
gcp_cloudbuild_trigger_info module – Gather info for GCP Trigger
gcp_cloudfunctions_cloud_function module – Creates a GCP CloudFunction
gcp_cloudfunctions_cloud_function_info module – Gather info for GCP CloudFunction
gcp_cloudscheduler_job module – Creates a GCP Job
gcp_cloudscheduler_job_info module – Gather info for GCP Job
gcp_cloudtasks_queue module – Creates a GCP Queue
gcp_cloudtasks_queue_info module – Gather info for GCP Queue
gcp_compute_address module – Creates a GCP Address
gcp_compute_address_info module – Gather info for GCP Address
gcp_compute_autoscaler module – Creates a GCP Autoscaler
gcp_compute_autoscaler_info module – Gather info for GCP Autoscaler
gcp_compute_backend_bucket module – Creates a GCP BackendBucket
gcp_compute_backend_bucket_info module – Gather info for GCP BackendBucket
gcp_compute_backend_service module – Creates a GCP BackendService
gcp_compute_backend_service_info module – Gather info for GCP BackendService
gcp_compute_disk module – Creates a GCP Disk
gcp_compute_disk_info module – Gather info for GCP Disk
gcp_compute_external_vpn_gateway module – Creates a GCP ExternalVpnGateway
gcp_compute_external_vpn_gateway_info module – Gather info for GCP ExternalVpnGateway
gcp_compute_firewall module – Creates a GCP Firewall
gcp_compute_firewall_info module – Gather info for GCP Firewall
gcp_compute_forwarding_rule module – Creates a GCP ForwardingRule
gcp_compute_forwarding_rule_info module – Gather info for GCP ForwardingRule
gcp_compute_global_address module – Creates a GCP GlobalAddress
gcp_compute_global_address_info module – Gather info for GCP GlobalAddress
gcp_compute_global_forwarding_rule module – Creates a GCP GlobalForwardingRule
gcp_compute_global_forwarding_rule_info module – Gather info for GCP GlobalForwardingRule
gcp_compute_health_check module – Creates a GCP HealthCheck
gcp_compute_health_check_info module – Gather info for GCP HealthCheck
gcp_compute_http_health_check module – Creates a GCP HttpHealthCheck
gcp_compute_http_health_check_info module – Gather info for GCP HttpHealthCheck
gcp_compute_https_health_check module – Creates a GCP HttpsHealthCheck
gcp_compute_https_health_check_info module – Gather info for GCP HttpsHealthCheck
gcp_compute_image module – Creates a GCP Image
gcp_compute_image_info module – Gather info for GCP Image
gcp_compute_instance module – Creates a GCP Instance
gcp_compute_instance_group module – Creates a GCP InstanceGroup
gcp_compute_instance_group_info module – Gather info for GCP InstanceGroup
gcp_compute_instance_group_manager module – Creates a GCP InstanceGroupManager
gcp_compute_instance_group_manager_info module – Gather info for GCP InstanceGroupManager
gcp_compute_instance_info module – Gather info for GCP Instance
gcp_compute_instance_template module – Creates a GCP InstanceTemplate
gcp_compute_instance_template_info module – Gather info for GCP InstanceTemplate
gcp_compute_interconnect_attachment module – Creates a GCP InterconnectAttachment
gcp_compute_interconnect_attachment_info module – Gather info for GCP InterconnectAttachment
gcp_compute_network module – Creates a GCP Network
gcp_compute_network_endpoint_group module – Creates a GCP NetworkEndpointGroup
gcp_compute_network_endpoint_group_info module – Gather info for GCP NetworkEndpointGroup
gcp_compute_network_info module – Gather info for GCP Network
gcp_compute_node_group module – Creates a GCP NodeGroup
gcp_compute_node_group_info module – Gather info for GCP NodeGroup
gcp_compute_node_template module – Creates a GCP NodeTemplate
gcp_compute_node_template_info module – Gather info for GCP NodeTemplate
gcp_compute_region_autoscaler module – Creates a GCP RegionAutoscaler
gcp_compute_region_autoscaler_info module – Gather info for GCP RegionAutoscaler
gcp_compute_region_backend_service module – Creates a GCP RegionBackendService
gcp_compute_region_backend_service_info module – Gather info for GCP RegionBackendService
gcp_compute_region_disk module – Creates a GCP RegionDisk
gcp_compute_region_disk_info module – Gather info for GCP RegionDisk
gcp_compute_region_health_check module – Creates a GCP RegionHealthCheck
gcp_compute_region_health_check_info module – Gather info for GCP RegionHealthCheck
gcp_compute_region_instance_group_manager module – Creates a GCP RegionInstanceGroupManager
gcp_compute_region_instance_group_manager_info module – Gather info for GCP RegionInstanceGroupManager
gcp_compute_region_target_http_proxy module – Creates a GCP RegionTargetHttpProxy
gcp_compute_region_target_http_proxy_info module – Gather info for GCP RegionTargetHttpProxy
gcp_compute_region_target_https_proxy module – Creates a GCP RegionTargetHttpsProxy
gcp_compute_region_target_https_proxy_info module – Gather info for GCP RegionTargetHttpsProxy
gcp_compute_region_url_map module – Creates a GCP RegionUrlMap
gcp_compute_region_url_map_info module – Gather info for GCP RegionUrlMap
gcp_compute_reservation module – Creates a GCP Reservation
gcp_compute_reservation_info module – Gather info for GCP Reservation
gcp_compute_resource_policy module – Creates a GCP ResourcePolicy
gcp_compute_resource_policy_info module – Gather info for GCP ResourcePolicy
gcp_compute_route module – Creates a GCP Route
gcp_compute_route_info module – Gather info for GCP Route
gcp_compute_router module – Creates a GCP Router
gcp_compute_router_info module – Gather info for GCP Router
gcp_compute_snapshot module – Creates a GCP Snapshot
gcp_compute_snapshot_info module – Gather info for GCP Snapshot
gcp_compute_ssl_certificate module – Creates a GCP SslCertificate
gcp_compute_ssl_certificate_info module – Gather info for GCP SslCertificate
gcp_compute_ssl_policy module – Creates a GCP SslPolicy
gcp_compute_ssl_policy_info module – Gather info for GCP SslPolicy
gcp_compute_subnetwork module – Creates a GCP Subnetwork
gcp_compute_subnetwork_info module – Gather info for GCP Subnetwork
gcp_compute_target_http_proxy module – Creates a GCP TargetHttpProxy
gcp_compute_target_http_proxy_info module – Gather info for GCP TargetHttpProxy
gcp_compute_target_https_proxy module – Creates a GCP TargetHttpsProxy
gcp_compute_target_https_proxy_info module – Gather info for GCP TargetHttpsProxy
gcp_compute_target_instance module – Creates a GCP TargetInstance
gcp_compute_target_instance_info module – Gather info for GCP TargetInstance
gcp_compute_target_pool module – Creates a GCP TargetPool
gcp_compute_target_pool_info module – Gather info for GCP TargetPool
gcp_compute_target_ssl_proxy module – Creates a GCP TargetSslProxy
gcp_compute_target_ssl_proxy_info module – Gather info for GCP TargetSslProxy
gcp_compute_target_tcp_proxy module – Creates a GCP TargetTcpProxy
gcp_compute_target_tcp_proxy_info module – Gather info for GCP TargetTcpProxy
gcp_compute_target_vpn_gateway module – Creates a GCP TargetVpnGateway
gcp_compute_target_vpn_gateway_info module – Gather info for GCP TargetVpnGateway
gcp_compute_url_map module – Creates a GCP UrlMap
gcp_compute_url_map_info module – Gather info for GCP UrlMap
gcp_compute_vpn_tunnel module – Creates a GCP VpnTunnel
gcp_compute_vpn_tunnel_info module – Gather info for GCP VpnTunnel
gcp_container_cluster module – Creates a GCP Cluster
gcp_container_cluster_info module – Gather info for GCP Cluster
gcp_container_node_pool module – Creates a GCP NodePool
gcp_container_node_pool_info module – Gather info for GCP NodePool
gcp_dns_managed_zone module – Creates a GCP ManagedZone
gcp_dns_managed_zone_info module – Gather info for GCP ManagedZone
gcp_dns_resource_record_set module – Creates a GCP ResourceRecordSet
gcp_dns_resource_record_set_info module – Gather info for GCP ResourceRecordSet
gcp_filestore_instance module – Creates a GCP Instance
gcp_filestore_instance_info module – Gather info for GCP Instance
gcp_iam_role module – Creates a GCP Role
gcp_iam_role_info module – Gather info for GCP Role
gcp_iam_service_account module – Creates a GCP ServiceAccount
gcp_iam_service_account_info module – Gather info for GCP ServiceAccount
gcp_iam_service_account_key module – Creates a GCP ServiceAccountKey
gcp_kms_crypto_key module – Creates a GCP CryptoKey
gcp_kms_crypto_key_info module – Gather info for GCP CryptoKey
gcp_kms_key_ring module – Creates a GCP KeyRing
gcp_kms_key_ring_info module – Gather info for GCP KeyRing
gcp_logging_metric module – Creates a GCP Metric
gcp_logging_metric_info module – Gather info for GCP Metric
gcp_mlengine_model module – Creates a GCP Model
gcp_mlengine_model_info module – Gather info for GCP Model
gcp_mlengine_version module – Creates a GCP Version
gcp_mlengine_version_info module – Gather info for GCP Version
gcp_pubsub_subscription module – Creates a GCP Subscription
gcp_pubsub_subscription_info module – Gather info for GCP Subscription
gcp_pubsub_topic module – Creates a GCP Topic
gcp_pubsub_topic_info module – Gather info for GCP Topic
gcp_redis_instance module – Creates a GCP Instance
gcp_redis_instance_info module – Gather info for GCP Instance
gcp_resourcemanager_project module – Creates a GCP Project
gcp_resourcemanager_project_info module – Gather info for GCP Project
gcp_runtimeconfig_config module – Creates a GCP Config
gcp_runtimeconfig_config_info module – Gather info for GCP Config
gcp_runtimeconfig_variable module – Creates a GCP Variable
gcp_runtimeconfig_variable_info module – Gather info for GCP Variable
gcp_serviceusage_service module – Creates a GCP Service
gcp_serviceusage_service_info module – Gather info for GCP Service
gcp_sourcerepo_repository module – Creates a GCP Repository
gcp_sourcerepo_repository_info module – Gather info for GCP Repository
gcp_spanner_database module – Creates a GCP Database
gcp_spanner_database_info module – Gather info for GCP Database
gcp_spanner_instance module – Creates a GCP Instance
gcp_spanner_instance_info module – Gather info for GCP Instance
gcp_sql_database module – Creates a GCP Database
gcp_sql_database_info module – Gather info for GCP Database
gcp_sql_instance module – Creates a GCP Instance
gcp_sql_instance_info module – Gather info for GCP Instance
gcp_sql_ssl_cert module – Creates a GCP SslCert
gcp_sql_user module – Creates a GCP User
gcp_sql_user_info module – Gather info for GCP User
gcp_storage_bucket module – Creates a GCP Bucket
gcp_storage_bucket_access_control module – Creates a GCP BucketAccessControl
gcp_storage_default_object_acl module – Creates a GCP DefaultObjectACL
gcp_storage_object module – Creates a GCP Object
gcp_tpu_node module – Creates a GCP Node
gcp_tpu_node_info module – Gather info for GCP Node



]
[2023-13-08 11:52:27]: DEBUG: __curl_module_index:modules=[]
[2023-13-08 11:52:30]: DEBUG: rewble->collection=[google.cloud]
[2023-13-08 11:52:30]: DEBUG: rewble->collection_modules=[1
[2023-13-08 11:52:35]: DEBUG: Input to class function __fetch_ansible_docs_element: url=[https://docs.ansible.com/ansible/latest/collections/google/cloud/gcp_compute_region_disk_module.html#examples],element_name=[examples]
[2023-25-08 08:34:14]: DEBUG: _debug has been set to true, requested with switch -d||--debug.
[2023-25-08 08:34:14]: DEBUG: Logging started, primary log file is /home/eric/wrk/rewbin/rewble/logs/rewble.log
[2023-25-08 08:34:14]: DEBUG: Value of __dir__=[/home/eric/wrk/rewbin/rewble]
[2023-25-08 08:34:14]: DEBUG: Calling _show_collection_index_ with collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-25-08 08:34:14]: DEBUG: show_collection_index called, and collection_links array is empty. Attempting to build again Variable for collection_index_url=[https://docs.ansible.com/ansible/latest/collections/index.html]. If url var is blank check configuration. If Url is correct check internet access and DNS resolution. Making second attempt
[2023-25-08 08:34:14]: DEBUG: The url provided to fetch the collection index url=[https://docs.ansible.com/ansible/latest/collections/index.html]
[2023-25-08 08:34:14]: DEBUG: collection_links array build section:
[2023-25-08 08:34:14]: DEBUG: Input to class function __fetch_ansible_docs_element: url=[https://docs.ansible.com/ansible/latest/collections/index.html],element_name=[collection-index]
[2023-25-08 08:34:14]: DEBUG: collection_links array in read
